DATA_TYPE,Trim(BOTH FROM CUSTOMER_ID),ITEM,ITEM_ID,CNT,MIN_DIST
CTI,A24469543DF9B22950,機場貴賓室,CTI_808,1,21
CTI,B26F388299413C76CD,高鐵,CTI_97,1,6
CTI,B206A9C4DA0C020C10,市區停車,CTI_2,1,22
CTI,H2A3C45D18CBCDAD28,國際機場外圍停車服務,CTI_227,1,13
CTI,H276E1CC7B44B9510F,國際機場外圍停車服務,CTI_227,1,5
CTI,T26A6E5AFAA09A5917,機場貴賓室,CTI_808,1,10
CTI,H1FB3EAF98AE568323,國際機場外圍停車服務,CTI_227,1,17
CTI,L27E3968EA46951E9E,國際機場接送,CTI_498,1,27
CTI,H18075DC8FE94B9922,機場貴賓室,CTI_808,1,11
CTI,UC128BFC803A2CCF91,里程兌換,CTI_6,1,20
CTI,H2209527E9D8567A51,機場貴賓室,CTI_808,1,27
CTI,T11F5C15FC8408FB92,高鐵,CTI_97,1,17
CTI,Q1682D8429552C936E,國際機場接送,CTI_498,1,11
CTI,G2A96E35D1283179A9,高鐵,CTI_97,1,14
CTI,L203797E196EA1C6B4,國際機場外圍停車服務,CTI_227,1,14
CTI,H1D88306ECCF46D2EE,高爾夫,CTI_75,1,14
CTI,D236129434FBD21319,機場貴賓室,CTI_808,1,13
CTI,A24469543DF9B22950,高鐵,CTI_97,1,21
CTI,H21E94DF6E1E0483EF,國際機場接送,CTI_498,1,6
CTI,J20E22F4CC5B17EA72,機場貴賓室,CTI_808,1,24
CTI,K28DD52B16CB34A9AB,高鐵,CTI_97,1,6
CTI,S23C18523AAD33C9EC,高鐵,CTI_97,1,19
CTI,J260D628CF8A2E05FF,國際機場外圍停車服務,CTI_227,1,3
CTI,N14A1780F89E40D367,國際機場接送,CTI_498,1,13
CTI,H139DC542AA29FD466,國際機場外圍停車服務,CTI_227,1,7
CTI,J1286A4C4C8C2D687E,國際機場接送,CTI_498,2,7
CTI,N1214BCE6D46B406EC,高鐵,CTI_97,1,20
CTI,A231544122293496D5,國際機場外圍停車服務,CTI_227,1,11
CTI,N2789B878084536D2C,國際機場外圍停車服務,CTI_227,1,25
CTI,R12FE00AF4880EAB0F,國際機場外圍停車服務,CTI_227,1,13
CTI,S2DF945CC12C7968BF,國際機場接送,CTI_498,1,24
CTI,L1CD625FA2ECC0CBA8,國際機場接送,CTI_498,1,26
CTI,S2AA3CB54ED1F040AF,國際機場外圍停車服務,CTI_227,1,5
CTI,L2CEDC91044C27357B,機場貴賓室,CTI_808,1,25
CTI,B2A52F822038D65ACF,高鐵,CTI_97,1,25
CTI,B20C92A00CBDEBA81F,國際機場外圍停車服務,CTI_227,1,12
CTI,B2515880E70E8CA0D7,國際機場接送,CTI_498,1,14
CTI,N2DB25FE7CDF56810C,國際機場外圍停車服務,CTI_227,1,6
CTI,A24FDBAF0965428849,線上購物：(請自行KEY IN),CTI_781,1,20
CTI,A1CFB2D142C433C391,餐飲／住宿／電影優惠：(請自行KEY IN),CTI_922,1,5
CTI,A127B03E72A4A9CA09,里程兌換,CTI_6,1,8
CTI,J2A2736B777787C426,高鐵,CTI_97,1,4
CTI,G131DBEC8060D05CBB,高爾夫,CTI_75,1,7
CTI,F2F0D2819926B23A40,國際機場接送,CTI_498,1,6
CTI,J17A07102C2F495C81,國際機場外圍停車服務,CTI_227,1,14
CTI,N2D746575DC7973058,機場貴賓室,CTI_808,1,2
CTI,H29B1757726876210A,國際機場接送,CTI_498,1,19
CTI,F1BD1A88769A833CB2,高鐵,CTI_97,1,14
CTI,R26EF5D38484D0E9EA,高鐵,CTI_97,1,10
CTI,F2A7F82A4B25CC148E,高鐵,CTI_97,1,6
CTI,F28EA22DC0433C5577,國際機場外圍停車服務,CTI_227,1,14
CTI,Q20761B8ED43E5D687,國際機場外圍停車服務,CTI_227,1,18
CTI,K1140CADD52756CE23,國際機場外圍停車服務,CTI_227,1,23
CTI,T28635698F8CE067B2,國際機場接送,CTI_498,1,3
CTI,R1A6160E4984192435,機場貴賓室,CTI_808,1,4
CTI,K1BBAFC8A7C2159A3D,國際機場外圍停車服務,CTI_227,1,27
CTI,Y2CB7B1BBB57E57682,國際機場接送,CTI_498,1,11
CTI,F1E07D0BACE414BFE1,里程兌換,CTI_6,1,6
CTI,F26D14C740F1D5A11B,國際機場外圍停車服務,CTI_227,1,20
CTI,Y13C90E1B838A01460,機場貴賓室,CTI_808,1,25
CTI,Q28FB0FFD8F018C86E,國際機場外圍停車服務,CTI_227,1,2
CTI,F192B2F3403C22792C,里程兌換,CTI_6,1,14
CTI,M2107150E92D43C942,高鐵,CTI_97,1,4
CTI,A107AA9805656E75DC,機場貴賓室,CTI_808,1,13
CTI,N212EBE4B970660FBA,餐飲／住宿／電影優惠：(請自行KEY IN),CTI_922,1,26
CTI,S2E746590BFB257288,高鐵,CTI_97,1,6
CTI,A1A2552927729ED072,高鐵,CTI_97,1,16
CTI,A2945831FFA1E4AEDD,國際機場接送,CTI_498,1,6
CTI,F2CE7C6E69054E0FF8,國際機場外圍停車服務,CTI_227,1,3
CTI,A1E7352F94762AF07A,國際機場接送,CTI_498,1,24
CTI,F108446395D411466F,國際機場接送,CTI_498,1,14
CTI,F28EA22DC0433C5577,機場貴賓室,CTI_808,1,14
CTI,Z268B5B92A2BDFCF9B,國際機場接送,CTI_498,2,21
CTI,V2B6D92727B1E55B83,國際機場外圍停車服務,CTI_227,1,11
CTI,F102F7E48CCE49E5DC,機場貴賓室,CTI_808,1,12
CTI,H28AF2DA2F388718B5,國際機場外圍停車服務,CTI_227,1,7
CTI,Q23AABECFAFF324D0F,飛航／機票／旅遊優惠：(請自行KEY IN),CTI_62,1,18
CTI,F1E3469A7CEA39FA5B,國際機場接送,CTI_498,1,20
CTI,A1CEE84962042D36E1,國際機場外圍停車服務,CTI_227,1,14
CTI,F147EE3BE94B9FB8C0,高鐵,CTI_97,1,19
CTI,A29063F0D27EEA717A,高鐵,CTI_97,1,5
CTI,A2A53C03649A58A264,高鐵,CTI_97,1,21
CTI,N2334E36473E796AB6,機場貴賓室,CTI_808,1,16
CTI,D2F830B6E1B939B7DE,國際機場接送,CTI_498,1,7
CTI,A22EBA4FE6A2F5C1DE,里程兌換,CTI_6,1,6
CTI,F2CF9B5F350351469A,國際機場接送,CTI_498,1,21
CTI,A2B6F73B80F77FC9F4,國際機場外圍停車服務,CTI_227,1,11
CTI,F147EE3BE94B9FB8C0,里程兌換,CTI_6,1,19
CTI,C29DA800EFCEE5093F,國際機場外圍停車服務,CTI_227,1,11
CTI,K2A396472C4527F297,國際機場接送,CTI_498,1,12
CTI,E10DAC0441685D03EA,國際機場接送,CTI_498,1,25
CTI,P286FB9403D217E889,機場貴賓室,CTI_808,1,3
CTI,F2D1C7D225D7F6779E,國際機場外圍停車服務,CTI_227,1,3
CTI,K2B8A9CC18B9A96780,國際機場外圍停車服務,CTI_227,1,11
CTI,T263A918443DEFBD54,高鐵,CTI_97,1,20
CTI,T1359BB73F2C696280,機場貴賓室,CTI_808,1,20
CTI,M2782E7722736DDC15,機場貴賓室,CTI_808,1,3
CTI,N2524B6C75F5F95831,國際機場外圍停車服務,CTI_227,1,5
CTI,F255A376A34A925FF1,國際機場接送,CTI_498,1,10
CTI,F18447354DFAB48595,餐飲／住宿／電影優惠：(請自行KEY IN),CTI_922,1,27
CTI,H2BEB9358A785068FC,國際機場接送,CTI_498,1,10
CTI,F13E3752DC39697AE0,國際機場外圍停車服務,CTI_227,2,6
CTI,F1CE50B7A3931BCC41,國際機場外圍停車服務,CTI_227,2,14
CTI,Q19BE0513945057CC0,機場貴賓室,CTI_808,1,21
CTI,L2AC0FB5EC10564DAE,國際機場接送,CTI_498,1,16
CTI,E1EA5A0D293B5D7B31,機場貴賓室,CTI_808,1,3
CTI,T2BD027CC610DA433B,國際機場外圍停車服務,CTI_227,1,3
CTI,M251B1E0CC6AEB40B0,高鐵,CTI_97,1,18
CTI,T26A2DA3A4CF7EBE30,國際機場外圍停車服務,CTI_227,1,26
CTI,Q29C5C4EBA6A4FA120,高鐵,CTI_97,1,9
CTI,K27AD24D28BFF85674,國際機場接送,CTI_498,1,19
CTI,J2E14F01E683592EA6,機場貴賓室,CTI_808,2,7
CTI,R15363904369F2FB6A,國際機場接送,CTI_498,1,13
CTI,A213561D21C22ED488,國際機場外圍停車服務,CTI_227,1,26
CTI,E2524CC4EA42474F88,里程兌換,CTI_6,1,12
CTI,R26F5916B94A2D317F,國際機場外圍停車服務,CTI_227,1,6
CTI,T1D5B66499B0C2E578,國際機場接送,CTI_498,1,15
CTI,L14F21A23FCD96FB4E,國際機場外圍停車服務,CTI_227,1,13
CTI,A26C620E5C2EA112E9,機場貴賓室,CTI_808,1,20
CTI,K200230A0F4FD2484F,線上購物：(請自行KEY IN),CTI_781,1,13
CTI,H2241EFB44FB8D9DA6,國際機場接送,CTI_498,1,24
CTI,A20280A8BA55D3F4EB,機場貴賓室,CTI_808,1,3
CTI,S10EFBB6F9FC4EB9BC,線上購物：(請自行KEY IN),CTI_781,1,12
CTI,P242163AB545D5EBB0,機場貴賓室,CTI_808,1,6
CTI,I1D0D3204F3BCA7405,國際機場外圍停車服務,CTI_227,1,17
CTI,N2312123EDEF0FB857,國際機場接送,CTI_498,1,11
CTI,L2E53ECAAAE4FC71C4,高鐵,CTI_97,1,26
CTI,F1F847B2AB9FBEAEE1,國際機場接送,CTI_498,1,13
CTI,F248023EA24A806365,機場貴賓室,CTI_808,1,13
CTI,E28720C2C9C4D6B61D,高鐵,CTI_97,1,20
CTI,S1C897E905FAC2C2BA,里程兌換,CTI_6,1,25
CTI,D2836FD0BE4F1D4E30,國際機場外圍停車服務,CTI_227,1,11
CTI,A1E7352F94762AF07A,機場貴賓室,CTI_808,1,26
CTI,F11EF1510A1FCC0BB0,國際機場外圍停車服務,CTI_227,1,5
CTI,M201997FA89193B7CF,國際機場接送,CTI_498,1,1
CTI,T2C2EABAA797495B4D,高鐵,CTI_97,1,17
CTI,F1CE50B7A3931BCC41,國際機場接送,CTI_498,1,14
CTI,M2C426803E7E22562B,高鐵,CTI_97,1,4
CTI,F140AFEED6F6D9ADDC,國際機場接送,CTI_498,1,5
CTI,L196C4C067083940F1,機場貴賓室,CTI_808,1,25
CTI,L1E6133BC0C971ED1B,國際機場外圍停車服務,CTI_227,1,12
CTI,F2001DF0B89C0BE42D,國際機場接送,CTI_498,1,26
CTI,A1D9F2389C4C13873D,國際機場外圍停車服務,CTI_227,1,4
CTI,A2E6ACEEE61ED5C26E,機場貴賓室,CTI_808,1,24
CTI,S2AA988B50FBF6B900,國際機場接送,CTI_498,1,27
CTI,Y2D4DA1354C2384242,國際機場接送,CTI_498,1,19
CTI,E26FE214EF77B76742,國際機場接送,CTI_498,1,13
CTI,G15142AB4B014C4404,國際機場接送,CTI_498,1,7
CTI,N21986AFACB289A33D,國際機場外圍停車服務,CTI_227,1,9
CTI,N12FB903C9BCEA4E84,國際機場接送,CTI_498,1,4
CTI,S1A1EA402211C39A47,國際機場外圍停車服務,CTI_227,1,19
CTI,S1BA411F7B37A552DA,國際機場外圍停車服務,CTI_227,1,4
CTI,N266B00C08CD54350F,國際機場接送,CTI_498,1,25
CTI,A2F0E4DE1F6CE76894,國際機場接送,CTI_498,1,19
CTI,C21D049E7E57DF72F3,國際機場外圍停車服務,CTI_227,1,21
CTI,K222288F4625412941,里程兌換,CTI_6,1,17
CTI,A2DC199E08D4C5A574,國際機場接送,CTI_498,1,12
CTI,A27CDB6C3E94E1C892,國際機場接送,CTI_498,1,24
CTI,A23FC1A5D5DCB55AB5,線上購物：(請自行KEY IN),CTI_781,1,19
CTI,D16C627D46CB49C09A,國際機場接送,CTI_498,1,14
CTI,F25B93BA75AF4F442B,國際機場外圍停車服務,CTI_227,1,27
CTI,G2C5DBBAB830FA818A,國際機場外圍停車服務,CTI_227,1,24
CTI,R2AFCFED6B3558AD66,餐飲美饌／住宿優惠／飯店二人同行一人免費優惠,CTI_931,1,20
CTI,L19DD878F26A69D805,國際機場接送,CTI_498,1,16
CTI,N215E971C26280AE35,高鐵,CTI_97,1,27
CTI,A26C620E5C2EA112E9,國際機場接送,CTI_498,1,23
CTI,R2C749D807143072A0,里程兌換,CTI_6,1,25
CTI,F193787E0A769ED69D,里程兌換,CTI_6,1,26
CTI,A2A3AB5ABC5C37571B,國際機場外圍停車服務,CTI_227,1,1
CTI,N2214554DF9ABD9B11,國際機場接送,CTI_498,1,26
CTI,H230A52F681950DEC0,國際機場外圍停車服務,CTI_227,1,24
CTI,Q2F72E7A6233DA5A42,高鐵,CTI_97,1,4
CTI,P2CF1B813FD94DF841,國際機場外圍停車服務,CTI_227,1,20
CTI,A1BF556F7B61D0C771,高鐵,CTI_97,1,10
CTI,V177C6B42291B3AA8C,線上購物：(請自行KEY IN),CTI_781,1,20
CTI,S211C193294B1C9F30,高鐵,CTI_97,1,8
CTI,A11FAA134EA302D2C6,國際機場外圍停車服務,CTI_227,1,1
CTI,T2BBF1406FE2593B22,機場貴賓室,CTI_808,1,26
CTI,N25923734E24BD9729,國際機場接送,CTI_498,1,13
CTI,F11967FA6552E34BD7,高鐵,CTI_97,1,24
CTI,F23061BEF2BB487DEE,機場貴賓室,CTI_808,1,27
CTI,A2FAC3719F7B8AFD98,國際機場外圍停車服務,CTI_227,1,7
CTI,F1CCCFB7EC6070A883,國際機場外圍停車服務,CTI_227,1,3
CTI,S2F69DD8E4AC321D89,國際機場接送,CTI_498,1,7
CTI,A29A1FAF73AB6ABE90,里程兌換,CTI_6,1,17
CTI,E18454A5CEAF6E8876,高爾夫,CTI_75,2,7
CTI,Q24076C656309ED733,國際機場接送,CTI_498,1,25
CTI,A2D4821039A2702611,機場貴賓室,CTI_808,1,6
CTI,H26E6D7BEB228AA989,國際機場接送,CTI_498,1,25
CTI,F1FACF12EF0992097C,國際機場接送,CTI_498,1,25
CTI,A231544122293496D5,國際機場接送,CTI_498,1,11
CTI,K22B063650FB867BCA,國際機場外圍停車服務,CTI_227,1,13
CTI,P2650FFBAE0D7D2E76,高鐵,CTI_97,1,7
CTI,F1FDBD37534220181A,餐飲／住宿／電影優惠：(請自行KEY IN),CTI_922,1,14
CTI,F164EE2F7953E9625B,國際機場接送,CTI_498,1,6
CTI,F16961C717E1A276A7,國際機場外圍停車服務,CTI_227,1,9
CTI,U27E1F1442494FC34D,紅利兌換機票,CTI_59,1,19
CTI,Q2E688937708C33267,機場貴賓室,CTI_808,1,23
CTI,H2A802A21A54A0280F,國際機場接送,CTI_498,1,27
CTI,C2326A27999C673C95,國際機場接送,CTI_498,1,11
CTI,F2A222D8AE0BEB9455,國際機場接送,CTI_498,1,19
CTI,T24959C8C741A30F5F,國際機場外圍停車服務,CTI_227,1,20
CTI,K10349E717C462B78D,國際機場接送,CTI_498,1,18
CTI,D25A93FE89B84D02C7,國際機場接送,CTI_498,1,4
CTI,F1A02A3AD471788B76,高鐵,CTI_97,1,22
CTI,K25C323A74CAC88C49,里程兌換,CTI_6,1,6
CTI,A1B5BCA3DB8B4DAE02,國際機場外圍停車服務,CTI_227,1,18
CTI,S2CD88D0F63EEAA22D,高鐵,CTI_97,1,22
CTI,C198D2F8C1A10F4EFC,里程兌換,CTI_6,1,12
CTI,E13B14F09DEF560044,國際機場接送,CTI_498,1,22
CTI,A1A71DADB49B3D7CF4,國際機場接送,CTI_498,1,9
CTI,R2D8A4F1F675F24D79,國際機場接送,CTI_498,1,21
CTI,A2E35C8877B2501BDC,國際機場接送,CTI_498,1,12
CTI,A126E50FD5B46CE66E,高爾夫,CTI_75,1,11
CTI,R2B5ABAC484E1935D5,國際機場外圍停車服務,CTI_227,1,10
CTI,F2CFE2B648A29830E0,國際機場外圍停車服務,CTI_227,1,14
CTI,H1C93EF8BB84FBF057,機場貴賓室,CTI_808,1,12
CTI,D1A69D606CDDD9E35B,國際機場接送,CTI_498,1,5
CTI,A17E2CA08A9A8BFFB5,里程兌換,CTI_6,1,18
CTI,H1A1AC7C99FA3B82F4,國際機場接送,CTI_498,1,25
CTI,T2E1FF53FE064B4E0E,高鐵,CTI_97,1,7
CTI,S2CFF15852F749481E,國際機場外圍停車服務,CTI_227,1,18
CTI,B2D6653471373EAD84,國際機場接送,CTI_498,1,11
CTI,R15363904369F2FB6A,機場貴賓室,CTI_808,1,27
CTI,N254B28C47D6C044B8,高鐵,CTI_97,1,12
CTI,K22DDA218B09988FF0,國際機場外圍停車服務,CTI_227,1,6
CTI,A23F57D1F95584E543,國際機場接送,CTI_498,1,16
CTI,F1103E1D6980CB729D,線上購物：(請自行KEY IN),CTI_781,1,15
CTI,J2E14F01E683592EA6,國際機場接送,CTI_498,1,7
CTI,H2F8BF3166C3072934,里程兌換,CTI_6,1,12
CTI,T1F89D32D779453B79,高鐵,CTI_97,1,19
CTI,N174FF0455B48305A6,里程兌換,CTI_6,1,17
CTI,F20DEC1666093E00FC,國際機場接送,CTI_498,1,26
CTI,E241A2079449EA79D9,高鐵,CTI_97,2,1
CTI,A2BBEFCCB61FA65081,機場貴賓室,CTI_808,1,20
CTI,R2B9C1A2A16D4D5760,國際機場接送,CTI_498,1,10
CTI,P18B97F0038008EEDF,國際機場接送,CTI_498,1,21
CTI,F2D403A74A647C7545,國際機場外圍停車服務,CTI_227,1,20
CTI,B155B954B8EB0C9F33,國際機場接送,CTI_498,1,1
CTI,F22F91FEA857F14A42,國際機場外圍停車服務,CTI_227,1,25
CTI,B1FA09FBF8245ABA0A,里程兌換,CTI_6,1,13
CTI,C289A2A9FA5F623169,國際機場接送,CTI_498,1,10
CTI,A2B0703A172BFC9AEF,國際機場接送,CTI_498,1,14
CTI,Q2519673CE1E2C8A7F,國際機場接送,CTI_498,1,1
CTI,Y23581B7EDAFE5F880,機場貴賓室,CTI_808,1,25
CTI,H1C93EF8BB84FBF057,國際機場外圍停車服務,CTI_227,1,27
CTI,K1016DBA875D9C2B5A,國際機場外圍停車服務,CTI_227,1,19
CTI,Y1A12740DE2874B7F1,國際機場接送,CTI_498,1,6
CTI,F187903D5AE3F7C887,國際機場外圍停車服務,CTI_227,1,7
CTI,F28DEFDA7E563623C3,國際機場外圍停車服務,CTI_227,1,14
CTI,A17429B61DA7DD2C85,國際機場外圍停車服務,CTI_227,1,5
CTI,L140D37540F4E63835,國際機場外圍停車服務,CTI_227,2,15
CTI,Y2F6BB5815B7ACE621,國際機場接送,CTI_498,1,21
CTI,F25B93BA75AF4F442B,國際機場接送,CTI_498,1,27
CTI,J22DD8C8FAC038211C,國際機場外圍停車服務,CTI_227,1,19
CTI,T16F26A4AC8D605954,線上購物：(請自行KEY IN),CTI_781,1,26
CTI,D236129434FBD21319,國際機場接送,CTI_498,1,13
CTI,A2A72B97CBE916978D,機場貴賓室,CTI_808,1,20
CTI,T207C5E650094E572B,國際機場接送,CTI_498,1,24
CTI,H29E117222BDEEC03C,國際機場外圍停車服務,CTI_227,2,7
CTI,F1987C579BA8BBDD26,國際機場外圍停車服務,CTI_227,1,10
CTI,R2DF37906A6668EE01,線上購物：(請自行KEY IN),CTI_781,1,26
CTI,C21A30A892410F54EE,國際機場外圍停車服務,CTI_227,1,14
CTI,B2A52F822038D65ACF,國際機場接送,CTI_498,1,25
CTI,J165DEAF85E4A6DBCE,國際機場接送,CTI_498,2,14
CTI,J22FF388399AD1C1FC,國際機場外圍停車服務,CTI_227,1,20
CTI,R216D67FA75ACF20C4,國際機場接送,CTI_498,1,24
CTI,S1FC71D61112974A93,國際機場接送,CTI_498,1,9
CTI,N2FC337E4395BF73D9,國際機場接送,CTI_498,1,3
CTI,T285EA5665D9981705,國際機場外圍停車服務,CTI_227,1,20
CTI,N2C1873CFF9BA0E45C,國際機場外圍停車服務,CTI_227,1,17
CTI,J14C2534325BE85B38,國際機場外圍停車服務,CTI_227,1,23
CTI,H29E117222BDEEC03C,國際機場接送,CTI_498,1,14
CTI,I2E26C09A0D72086DA,國際機場外圍停車服務,CTI_227,1,3
CTI,F29FFF65004A1B8DFF,國際機場外圍停車服務,CTI_227,1,6
CTI,C230D8127FF13C07A5,機場貴賓室,CTI_808,1,21
CTI,F1F8E4CB27B0654096,國際機場接送,CTI_498,1,11
CTI,F25C400B4540513392,國際機場外圍停車服務,CTI_227,1,11
CTI,F1F2BB8FBDCE931057,線上購物：(請自行KEY IN),CTI_781,1,19
CTI,T26A6E5AFAA09A5917,高鐵,CTI_97,1,10
CTI,A28226F4A4EA63F67F,國際機場接送,CTI_498,2,22
CTI,T26579FB605874E352,國際機場外圍停車服務,CTI_227,1,12
CTI,A2C79C18CE756D023B,國際機場接送,CTI_498,1,24
CTI,A158584B42FAFB7C97,國際機場外圍停車服務,CTI_227,1,22
CTI,K20DC924814A4E679E,國際機場外圍停車服務,CTI_227,1,12
CTI,L2E81B39EF8FFF3349,國際機場接送,CTI_498,1,27
CTI,E2DFD061C992A80BFD,國際機場外圍停車服務,CTI_227,1,13
CTI,N1E099D3E13CB98E6F,國際機場接送,CTI_498,1,10
CTI,A2086B0F430B265D3F,國際機場外圍停車服務,CTI_227,1,25
CTI,R15363904369F2FB6A,高爾夫,CTI_75,1,13
CTI,F2983A50E5224C158E,國際機場接送,CTI_498,1,14
CTI,F290FC647660BB315C,國際機場外圍停車服務,CTI_227,1,14
CTI,A2C005B01A8BD72927,國際機場接送,CTI_498,2,1
CTI,E113F1757CAA6C6063,國際機場外圍停車服務,CTI_227,1,6
CTI,Y175F6D55A6360F660,餐飲／住宿／電影優惠：(請自行KEY IN),CTI_922,1,11
CTI,F13E897393CAA5A5BD,國際機場外圍停車服務,CTI_227,1,21
CTI,J12949B43CD4F232B5,國際機場外圍停車服務,CTI_227,1,14
CTI,A2A01A110C346E44FE,國際機場接送,CTI_498,1,18
CTI,P287448AF893D0685C,機場貴賓室,CTI_808,1,24
CTI,L19F0452F72F7046DF,國際機場外圍停車服務,CTI_227,1,16
CTI,H179CD8B5CC641B1D9,高鐵,CTI_97,1,13
CTI,T1043D483145B0238E,機場貴賓室,CTI_808,1,12
CTI,H2E978DE36822E4C48,國際機場外圍停車服務,CTI_227,1,27
CTI,Q120C3C10B909A5215,高爾夫,CTI_75,5,4
CTI,C23847AAC9958B1305,國際機場外圍停車服務,CTI_227,1,25
CTI,F2D933CF8D680AF6F3,國際機場接送,CTI_498,1,6
CTI,H1C93EF8BB84FBF057,國際機場接送,CTI_498,1,27
CTI,J133869EF3DBA5A2C6,國際機場外圍停車服務,CTI_227,1,15
CTI,H26E6D7BEB228AA989,國際機場外圍停車服務,CTI_227,1,25
CTI,X27CC3433617D3EF23,國際機場接送,CTI_498,1,25
CTI,G2AC1A5C0426650719,國際機場外圍停車服務,CTI_227,2,12
CTI,A1FD76254B34F5ECA6,里程兌換,CTI_6,1,6
CTI,F2D08F031EDE2BEA3C,國際機場外圍停車服務,CTI_227,1,12
CTI,N21986AFACB289A33D,國際機場接送,CTI_498,1,9
CTI,S2420D073964226F64,國際機場接送,CTI_498,1,25
CTI,S2DD95B611529BFA0C,國際機場接送,CTI_498,1,19
CTI,E29425B53DA619D2A3,高鐵,CTI_97,1,7
CTI,A1A86C043BF2E3DDE5,國際機場接送,CTI_498,1,12
CTI,A2B9C01DEC0CA2C1A4,國際機場外圍停車服務,CTI_227,1,10
CTI,A104111573F1F59822,國際機場外圍停車服務,CTI_227,3,7
CTI,F28E385EFA38196F07,國際機場接送,CTI_498,1,24
CTI,B26159CB1EB7BB5995,國際機場外圍停車服務,CTI_227,1,25
CTI,U251936DB84FC0E0CB,國際機場接送,CTI_498,1,1
CTI,T28635698F8CE067B2,國際機場外圍停車服務,CTI_227,1,3
CTI,A2E0FF78028111FB8C,線上購物：(請自行KEY IN),CTI_781,1,26
CTI,M29BF279C1B09021D3,國際機場接送,CTI_498,1,16
CTI,P1BC7C760F822D9B75,國際機場接送,CTI_498,1,20
CTI,H2A13AD8BF95DEF2F3,國際機場接送,CTI_498,1,17
CTI,F23AA8BECF45051AC6,國際機場接送,CTI_498,1,24
CTI,M16F79BE1E93FBEE4F,國際機場外圍停車服務,CTI_227,2,18
CTI,F27789A39BFFDC5C5D,國際機場接送,CTI_498,1,24
CTI,F2CA32C3CE68AC195C,國際機場外圍停車服務,CTI_227,1,13
CTI,J2E08AC0196E188F4B,高鐵,CTI_97,1,10
CTI,F2BA60667112E2D8A2,國際機場外圍停車服務,CTI_227,1,16
CTI,H18075DC8FE94B9922,國際機場外圍停車服務,CTI_227,1,11
CTI,F226C2F0E9E0CCD7BE,高鐵,CTI_97,1,11
CTI,F2C879ED9B40EEE50B,國際機場接送,CTI_498,1,8
CTI,F2F66CB30CB9B324BD,飛航／機票／旅遊優惠：(請自行KEY IN),CTI_62,1,17
CTI,A13FBCB5060BBBCA8F,國際機場接送,CTI_498,1,21
CTI,E29F1777EE5107F79C,高鐵,CTI_97,1,11
CTI,M2782E7722736DDC15,高鐵,CTI_97,1,3
CTI,S118C479B8DF15ACE1,國際機場接送,CTI_498,1,15
CTI,T1224C3B7646093C93,國際機場外圍停車服務,CTI_227,1,10
CTI,A2C1EF5C6AB035E5DD,機場貴賓室,CTI_808,1,11
CTI,C289A2A9FA5F623169,國際機場外圍停車服務,CTI_227,1,18
CTI,S24CB99EBECCA07EFC,機場貴賓室,CTI_808,1,12
CTI,L1202AB3712E448DF9,國際機場外圍停車服務,CTI_227,1,17
CTI,N2AD46B62EA16BF1AD,高鐵,CTI_97,2,13
CTI,E135E21BE645178BAA,高鐵,CTI_97,1,2
CTI,E151BF9422DE13FB3D,高鐵,CTI_97,2,3
CTI,L2D9983FA3C32540A8,高鐵,CTI_97,1,12
CTI,S111EE1A237BB59F05,紅利兌換機票,CTI_59,1,19
CTI,J20C727E879AA34FBE,國際機場接送,CTI_498,1,19
CTI,N2E63EBD6937E40F01,國際機場接送,CTI_498,1,7
CTI,L24179F2DB2FA77C81,里程兌換,CTI_6,1,24
CTI,H1EC4CBBC55C2BE37C,國際機場外圍停車服務,CTI_227,1,13
CTI,E23BC106E6463BE990,高鐵,CTI_97,1,3
CTI,E299177D02A750E551,高鐵,CTI_97,1,10
CTI,R19D6EB4DF3B3042AC,國際機場接送,CTI_498,1,13
CTI,F23CB249286573A166,高鐵,CTI_97,1,11
CTI,F2887982B89FA50DF2,國際機場接送,CTI_498,1,1
CTI,A107AA9805656E75DC,國際機場外圍停車服務,CTI_227,1,13
CTI,Q1FEDE0B019BED4D04,國際機場外圍停車服務,CTI_227,1,20
CTI,Q240B0FC8D49CA0076,國際機場外圍停車服務,CTI_227,1,24
CTI,R153CFB50D543C74A8,國際機場接送,CTI_498,1,2
CTI,F18F1C7EDD571EF9E1,國際機場外圍停車服務,CTI_227,1,5
CTI,U172F50663ECEF2201,國際機場接送,CTI_498,1,14
CTI,P2DF1C1BE6F752A479,國際機場外圍停車服務,CTI_227,1,27
CTI,P28B538602B81C7C3E,國際機場接送,CTI_498,1,3
CTI,J22F3268A5504A4F49,機場貴賓室,CTI_808,1,7
CTI,K2E97C32B3C15B699B,高鐵,CTI_97,1,25
CTI,K22DDA218B09988FF0,國際機場接送,CTI_498,1,6
CTI,F2C00067480DE30106,里程兌換,CTI_6,1,14
CTI,L142F5853EF4950E52,高鐵,CTI_97,1,24
CTI,A20280A8BA55D3F4EB,里程兌換,CTI_6,1,10
CTI,Q20B2767CC7092F6B6,高鐵,CTI_97,1,12
CTI,H2209527E9D8567A51,國際機場外圍停車服務,CTI_227,1,27
CTI,H28DAB220FD5A54295,國際機場接送,CTI_498,1,13
CTI,T206212D49382CE59E,機場貴賓室,CTI_808,1,23
CTI,M1695101E822DB5D90,紅利兌換ETAG,CTI_55,1,17
CTI,S2642B3C601E6DA985,機場貴賓室,CTI_808,1,3
CTI,V2EC623137420F6FBC,國際機場接送,CTI_498,1,20
